ID	parent	snomed_name	snomed_code	snomed_partial_code	is_direct
лиотон	Medication	heparin sodium	714566008	714566008	0
лс	Medication	0	258317007	258317007	0
магнезия	Medication	magnesium hydroxide	387337001	387337001	0
магнелис	Medication	 allergy to pyridoxine	767479006	0	1
мазь синтомициновая	Medication	Allergy to chloramphenicol	294593005	0	1
мезим	Medication	allergy to pancreatin	293659008	0	1
ментол	Medication	menthol	387414008	387414008	0
мепивакаин	Medication	mepivacaine	391673008	391673008	0
микстура	Medication	0	258317007	258317007	0
мом	Medication	 levomenol	768492006	768492006	0
мономицин	Medication	monomycini	0	0	3
мочегонные	Medication	diuretics	372695000	372695000	0
мумие	Medication	mummy	0	0	3
напроксен	Medication	allergy to naproxen	293625009	0	1
наркоз	Medication	anesthesia	33653009	33653009	0
натрий	Medication	sodium	39972003	39972003	0
нашатырный спирт	Medication	ammonia	421024009	421024009	0
небулайзер	Medication	0	258317007	258317007	0
никотиновая к та	Medication	allergy to nicotinic acid	294929006	0	1
нитраты	Medication	nitrates	89119000	89119000	0
нитро глицерин	Medication	Glyceryl trinitrate	387404004	387404004	0
нитропрепарат	Medication	nitrates	89119000	89119000	0
нитросорбит	Medication	isosorbide dinitrate	387332007	387332007	0
нифекард	Medication	allergy to nifedipine	293996002	0	1
но шпа	Medication	drotaverine	719933003	719933003	0
новорапид	Medication	insulin aspart	388452006	388452006	0
ноотропы	Medication	nootropic	0	0	3
норсульфазол	Medication	sulfathiazole	387093005	387093005	0
нпв	Medication	Non-steroidal anti-inflammatory agent	372665008	372665008	0
нпвп	Medication	Non-steroidal anti-inflammatory agent	372665008	372665008	0
нпвс	Medication	Non-steroidal anti-inflammatory agent	372665008	372665008	0
нпх	Medication	Isophane insulin	66384003	66384003	0
нутрилон	Medication	baby food	227983006	227983006	0
обезболивающие	Medication	 Analgesic	373265006	373265006	0
обезболивающий препарат	Medication	 Analgesic	373265006	373265006	0
облигатные аллергены	Medication	obligate allergen	0	0	3
оксипрогестерон	Medication	hydroxyprogesterone caproate	367551006	367551006	0
оксолиновая мазь	Medication	dioxotetrahydrooxytetrahydronaphthaline	0	0	3
омега	Medication	N-3 fatty acid	226365003	226365003	0
омнадрен	Medication	allergy to testosterone	294776007	0	1
перевязочный материал	Medication	0	258317007	258317007	0
пиаскледин	Medication	piascledine	0	0	3
плазменный компонент	Medication	0	258317007	258317007	0
поливитамины	Medication	multivitamins	329413004	329413004	0
преднизолоновая мазь	Medication	allergy to prednisolone	294707002	0	1
препарат для наркоза	Medication	anesthesia	33653009	33653009	0
препарат йода	Medication	iodine	325330005	325330005	0
прививка	Medication	0	258317007	258317007	0
протез	Medication	0	258317007	258317007	0
противостолбнячная сыворотка	Medication	Tetanus antitoxin	427004002	427004002	0
псс	Medication	Tetanus antitoxin	427004002	427004002	0
пустырник	Medication	leonuri herba	0	0	3
раствор	Medication	0	258317007	258317007	0
раствор салициловый	Medication	acetylsalicylic acid	387458008	387458008	0
реопирин	Medication	Phenylbutazone	273951003	273951003	0
ретард	Medication	0	258317007	258317007	0
ринсулин	Medication	insulin soluble	412222002	412222002	0
ритуксимаб	Medication	rituximab	386919002	386919002	0
ромашка	Medication	Chamomile extract	256214007	256214007	0
салазопрепараты	Medication	Glucocorticoid	419933005	419933005	0
салицилаты	Medication	allergy to salicylate	293585002	0	1
салициловый раствор	Medication	acetylsalicylic acid	387458008	387458008	0
салициловый спирт	Medication	Allergy to salicylic acid 	767474001	0	1
сартаны	Medication	angiotensin antagonists	0	0	3
свечи	Medication	0	258317007	258317007	0
симбикорт	Medication	allergy to budesonide,	294712001	0	1
синтомициновая мазь	Medication	allergy to chloramphenicol	294593005	0	1
сироп	Medication	0	258317007	258317007	0
снотворное	Medication	hypnotic	255656005	255656005	0
солютаб	Medication	0	258317007	258317007	0
сорбифер	Medication	ferrous sulfate 	0	0	3
сосудосуживающие	Medication	vasoconstrictor	372881000	372881000	0
спирт	Medication	allergy to alcohol	420140004	0	1
спирт салициловый	Medication	Allergy to salicylic acid 	767474001	0	1
спиртсодержащий препарат	Medication	allergy to alcohol	420140004	0	1
стероид	Medication	0	258317007	258317007	0
строфантин	Medication	Strophanthin	55491006	55491006	0
сульбактам	Medication	 Sulbactam	96008003	96008003	0
сульфаметоксазол	Medication	sulphamethoxazole	363528007	363528007	0
сульфамиды	Medication	sulfanilamide	386569003	386569003	0
сульфаниламиды	Medication	sulfanilamide	386569003	386569003	0
сульфат	Medication	0	258317007	258317007	0
сульфаты	Medication	0	258317007	258317007	0
сульфопрепарат	Medication	0	258317007	258317007	0
тантум	Medication	benzydamine	421319000	421319000	0
тантум верде	Medication	benzydamine	421319000	421319000	0
тауредон	Medication	allergy to sodium aurothiomalate	294239008	0	1
тетрациклиновый ряд	Medication	allergy to tetracycline	294592000	0	1
тетрациклины	Medication	allergy to tetracycline	294592000	0	1
тзмр	Medication	0	258317007	258317007	0
тикагрелор	Medication	ticagrelor	704464003	704464003	0
тиоктацид	Medication	thioctic acid	715405004	715405004	0
тиоктовая кислота	Medication	thioctic acid	715405004	715405004	0
тиосульфат	Medication	0	258317007	258317007	0
токоферол	Medication	tocopherol	37237003	37237003	0
тонзилгон	Medication	Medicinal product acting as antiseptic agent	261276004	261276004	0
тримекаин	Medication	trimecaine	0	0	3
тромбоконцентрат	Medication	Platelet product	256395009	256395009	0
туберкулин	Medication	allergy to tuberculin	293635003	0	1
туберкулиновые	Medication	allergy to tuberculin	293635003	0	1
ультракаин	Medication	articaine, epinephrine	703107005, 372575003	703107005, 372575003	0
феррум форте	Medication	 Iron	3829006	3829006	0
физиологический раствор	Medication	sodium chloride	387390002	387390002	0
фитотерапия	Medication	herbal drug	349365008	349365008	0
флебодиа	Medication	diosmin	8143001	8143001	0
флемоксин	Medication	allergy to amoxicillin	294505008	0	1
фосаванс	Medication	alendronic acid, colecalciferol	391730008, 108943009	391730008, 108943009	0
фторхинолоны	Medication	allergy to fluoroquinolone	830259009	0	1
хлорбутин	Medication	allergy to chlorambucil	293747003	0	1
хлорная вода	Medication	chlorine	29276003	29276003	0
хлорсодержащие	Medication	chlorine	29276003	29276003	0
хлорсодержащий раствор	Medication	chlorine	29276003	29276003	0
хумулин	Medication	Isophane insulin	66384003	66384003	0
цефалоспорины	Medication	allergy to cephalosporin	294532003	0	1
цитрамон	Medication	allergy to caffeine, allergy to paracetamol	 418344001, 293584003	0	1
элевит	Medication	multivitamins, mineral	329413004, 87918000	329413004, 87918000	0
эплеренон	Medication	eplerenone	398699008	398699008	0
эреспал	Medication	fenspiride	712690002	712690002	0
авелокс	Medication	moxifloxacin	371296007	371296007	0
агент	Medication	0	258317007	258317007	0
аевит	Medication	Multivitamin agent (substance)	412250002	412250002	0
аксетин	Medication	allergy to cefuroxime	294542001	0	1
актовегин	Medication	deproteinized calf blood haemoderivative	0	0	3
аллапинин	Medication	lappaconitine hydrobromide	0	0	3
аллохол	Medication	allergy to activated charcoal	294265007	0	1
алфлутоп	Medication	chondroprotector	0	0	3
альбумин	Medication	albumin	52454007	52454007	0
амбробене	Medication	ambroxol	703353005	703353005	0
амелотекс	Medication	meloxicam	387055000	387055000	0
аминазин	Medication	allergy to chlorpromazine	293935001	0	1
аминокапроновая кислота	Medication	aminocaproic acid	360246003	360246003	0
ампиокс	Medication	allergy to ampicillin, 	294506009	0	1
амприлан	Medication	ramipril	386872004	386872004	0
анальгин	Medication	allergy to metamizole sodium	702602008	0	1
анаприлин	Medication	allergy to propranolol	293982008	0	1
анаферон	Medication	antibodies to human interferon gamma	0	0	3
андипал	Medication	 allergy to metamizole sodium, allergy to papaverine, allergy to phenobarbital	702602008, 294242002, 293865005	0	1
андрогель	Medication	allergy to testosterone	294776007	0	1
антигриппин	Medication	allergy to paracetamol, allergy to chlorphenamine, allergy to ascorbic acid	293584003, 294129005, 294940003	0	1
арава	Medication	leflunomide	386981009	386981009	0
арбидол	Medication	umifenovir	0	0	3
ардуан	Medication	pipecuronium bromide	108456008	108456008	0
артрофоон	Medication	anti-human tumor necrosis factor alpha	0	0	3
аскорил	Medication	allergy to bromhexine,  allergy to salbutamol	830081005, 294037000	0	1
аскорутин	Medication	allergy to ascorbic acid, 	294940003	0	1
атенолол	Medication	allergy to atenolol	293965006	0	1
аторис	Medication	allergy to atorvastatin	1,32E+13	0	1
аугментин	Medication	allergy to amoxicillin,	294505008	0	1
ацетилсалициловая кислота	Medication	acetylsalicylic acid	387458008	387458008	0
ацц	Medication	allergy to acetylcysteine	294097003	0	1
бензонал	Medication	Allergy to barbiturate	860900002	0	1
беродуал	Medication	 allergy to fenoterol	294039002	0	1
бетагистин	Medication	allergy to betahistine	295103004	0	1
бетадин	Medication	povidone-iodine	386989006	386989006	0
беталок	Medication	allergy to metoprolol	293970004	0	1
бетасерк	Medication	allergy to betahistine	295103004	0	1
бисептол	Medication	allergy to sulfamethoxazole and trimethoprim	294594004	0	1
бисопролол	Medication	allergy to bisoprolol	293967003	0	1
бонвива	Medication	ibandronic acid	420936009	420936009	0
брилинта	Medication	ticagrelor	704464003	704464003	0
ваготил	Medication	policresulen	703562008	703562008	0
вазобрал	Medication	allergy to caffeine	418344001	0	1
валериана	Medication	Valerian extract 	412266000	412266000	0
валз	Medication	valsartan	386876001	386876001	0
валз н	Medication	valsartan	386876001	386876001	0
валидол	Medication	levomenthol solution in menthyl isovalerate	0	0	3
валсартан	Medication	valsartan	386876001	386876001	0
вальсакор	Medication	valsartan	386876001	386876001	0
верапамил	Medication	allergy to verapamil	294005001	0	1
вестибо	Medication	allergy to betahistine	295103004	0	1
виброцил	Medication	allergy to dimetindene, allergy to phenylephrine	294132008, 294030003	0	1
викасол	Medication	menadione	412244007	412244007	0
винпоцетин	Medication	vinpocetine	716059001	716059001	0
вольтарен	Medication	allergy to diclofenac	293613006	0	1
габапентин	Medication	allergy to gabapentin	293861001	0	1
галазолин	Medication	allergy to xylometazoline	294031004	0	1
галидор	Medication	bencyclane	0	0	3
галоперидол	Medication	allergy to haloperidol	293924006	0	1
ганфорт	Medication	bimatoprost, Substance with beta adrenergic receptor antagonist mechanism of action	395300006, 373254001	395300006, 373254001	0
геделикс	Medication	herbal drug	349365008	349365008	0
гексорал	Medication	allergy to hexetidine	294407003	0	1
гелофузин	Medication	Allergy to gelatin	294847001	0	1
гепариновая мазь	Medication	heparin sodium	714566008	714566008	0
гидреа	Medication	allergy to hydroxycarbamide	293781009	0	1
гидрокортизон	Medication	allergy to hydrocortisone	294679007	0	1
гизаар	Medication	 allergy to hydrochlorothiazide	294995009	0	1
гипотиазид	Medication	allergy to hydrochlorothiazide	294995009	0	1
глюкоза	Medication	glucose	111138002	111138002	0
гордокс	Medication	allergy to aprotinin	294889009	0	1
грандаксин	Medication	Medicinal product acting as anxiolytic agent	255635008	255635008	0
дексалгин	Medication	dexketoprofen	396018005	396018005	0
дексаметазон	Medication	allergy to dexamethasone	294702008	0	1
делагил	Medication	allergy to chloroquine	294394003	0	1
детралекс	Medication	diosmin	8143001	8143001	0
диабетон	Medication	allergy to gliclazide	294733005	0	1
диакарб	Medication	allergy to acetazolamide	295030006	0	1
дибазол	Medication	Medicinal product acting as vasodilator	58944007	58944007	0
дигоксин	Medication	allergy to digoxin	295054001	0	1
диклофенак	Medication	allergy to diclofenac	293613006	0	1
дилтиазем	Medication	allergy to diltiazem	294003008	0	1
димексид	Medication	allergy to dimethyl sulfoxide	293796008	0	1
диован	Medication	valsartan	386876001	386876001	0
диприван	Medication	allergy to propofol	293708000	0	1
дипроспан	Medication	allergy to betamethasone	294678004	0	1
диротон	Medication	lisinopril	386873009	386873009	0
допегит	Medication	allergy to methyldopa	294055009	0	1
дроперидол	Medication	allergy to droperidol	293923000	0	1
дротаверин	Medication	drotaverine	719933003	719933003	0
дюфастон	Medication	allergy to dydrogesterone	294747009	0	1
зилт	Medication	clopidogrel	386952008	386952008	0
зовиракс	Medication	allergy to aciclovir	294384008	0	1
зокардис	Medication	zofenopril	703662000	703662000	0
зофран	Medication	ondansetron	372487007	372487007	0
изокет	Medication	isosorbide dinitrate	387332007	387332007	0
изоптин	Medication	allergy to verapamil	294005001	0	1
иматиниб	Medication	imatinib	414460008	414460008	0
индапамид	Medication	allergy to indapamide	295024006	0	1
индометацин	Medication	allergy to indometacin	293620004	0	1
инстенон	Medication	allergy to etamivan	294100008	0	1
кавинтон	Medication	vinpocetine	716059001	716059001	0
кагоцел	Medication	antiviral	372701006	372701006	0
календула	Medication	herbal drug	349365008	349365008	0
калипсол	Medication	allergy to ketamine	293707005	0	1
калчек	Medication	allergy to amlodipine	294002003	0	1
кальцемин	Medication	calcium	5540006	5540006	0
камфора	Medication	camphor	412108007	412108007	0
капотен	Medication	captopril	387160004	387160004	0
капсикам	Medication	dimethylsulfoxide	115535002	115535002	0
каптоприл	Medication	captopril	387160004	387160004	0
кардикет	Medication	isosorbide dinitrate	387332007	387332007	0
кардиомагнил	Medication	acetylsalicylic acid, magnesium hydroxide	387458008, 387337001	387458008, 387337001	0
карсил	Medication	herbal drug	349365008	349365008	0
квинакс	Medication	azapentacene	710947007	710947007	0
кетанов	Medication	allergy to ketorolac	293622007	0	1
кеторол	Medication	allergy to ketorolac	293622007	0	1
кларитин	Medication	allergy to loratadine	294114008	0	1
клацид	Medication	allergy to clarithromycin	294471003	0	1
клексан	Medication	allergy to enoxaparin	294873006	0	1
клопидогрел	Medication	clopidogrel	386952008	386952008	0
клофелин	Medication	allergy to clonidine	294058006	0	1
козаар	Medication	losartan	373567002	373567002	0
кокарбоксилаза	Medication	vitamin b	103069003	103069003	0
компливит	Medication	Multivitamin agent (substance)	412250002	412250002	0
кораксан	Medication	ivabradine	421228002	421228002	0
корвалол	Medication	allergy to phenobarbital,	293865005	0	1
корватон	Medication	molsidomine	698196008	698196008	0
коргликон	Medication	Plant cardiac glycoside	86922003	86922003	0
кордафлекс	Medication	allergy to nifedipine	293996002	0	1
коринфар	Medication	allergy to nifedipine	293996002	0	1
коронал	Medication	allergy to bisoprolol	293967003	0	1
кортексин	Medication	polypeptides of the cerebral cortex of cattle	0	0	3
крестор	Medication	allergy to rosuvastatin	718537002	0	1
кристепин	Medication	dihydroergocristine, clopamide, reserpine	64447003, 429462003, 387447004	64447003, 429462003, 387447004	0
ксефокам	Medication	lornoxicam	412013008	412013008	0
кубицин	Medication	daptomycin	406439009	406439009	0
купренил	Medication	allergy to penicillamine	294291008	0	1
курантил	Medication	allergy to dipyridamole	295077001	0	1
лазикс	Medication	allergy to furosemide	295000003	0	1
лазолван	Medication	ambroxol	703353005	703353005	0
лантус	Medication	insulin glargine	126212009	126212009	0
левомеколь	Medication	 allergy to chloramphenicol	294593005	0	1
левофлоксацин	Medication	allergy to levofloxacin	1,32E+13	0	1
леркамен	Medication	lercanidipine	395986007	395986007	0
лефлобакт	Medication	allergy to levofloxacin	1,32E+13	0	1
лефлуномид	Medication	leflunomide	386981009	386981009	0
лизиноприл	Medication	lisinopril	386873009	386873009	0
линезолид	Medication	linezolid	387056004	387056004	0
липоевая кислота	Medication	thioctic acid	715405004	715405004	0
липримар	Medication	allergy to atorvastatin	1,32E+13	0	1
лирика	Medication	pregabalin	415159003	415159003	0
листенон	Medication	suxamethonium	372724004	372724004	0
лозап	Medication	losartan	373567002	373567002	0
лозартан	Medication	losartan	373567002	373567002	0
локрен	Medication	allergy to betaxolol	293966007	0	1
лопирел	Medication	clopidogrel	386952008	386952008	0
лориста	Medication	losartan	373567002	373567002	0
магнерот	Medication	magnesium orotate	420129007	420129007	0
макропен	Medication	midecamycin	703378009	703378009	0
мальтофер	Medication	 Iron	3829006	3829006	0
манинил	Medication	allergy to glibenclamide	294731007	0	1
мезатон	Medication	allergy to phenylephrine	294030003	0	1
мексидол	Medication	Food antioxidant 	228103005	228103005	0
мелоксикам	Medication	meloxicam	387055000	387055000	0
мельдоний	Medication	Metabolite	767279008	767279008	0
меновазин	Medication	allergy to benzocaine, allergy to procaine	293724004, 293727006, 	0	1
мерказолил	Medication	thiamazole	37656002	37656002	0
меронем	Medication	allergy to meropenem	442022002	0	1
метацин	Medication	metocinium iodide	0	0	3
метопролол	Medication	allergy to metoprolol	293970004	0	1
метрогил	Medication	allergy to metronidazole	294567003	0	1
метронидазол	Medication	allergy to metronidazole	294567003	0	1
метформин	Medication	allergy to metformin	294740006	0	1
миакальцик	Medication	allergy to calcitonin	294839001	0	1
мидокалм	Medication	tolperisone	703717006	703717006	0
микардис	Medication	telmisartan	387069000	387069000	0
милдронат	Medication	meldonium	0	0	3
мильгамма	Medication	allergy to pyridoxine, allergy to thiamine, allergy to cyanocobalamin, allergy to lidocaine	767479006, 767478003, 294934005, 293722000	0	1
мирамистин	Medication	Medicinal product acting as antiseptic agent	261276004	261276004	0
мовалис	Medication	meloxicam	387055000	387055000	0
моноприл	Medication	fosinopril	372510000	372510000	0
моночинкве	Medication	isosorbide mononitrate	386854005	386854005	0
монурал	Medication	allergy to fosfomycin	294559006	0	1
морфин	Medication	allergy to morphine	293601001	0	1
мукалтин	Medication	Medicinal product acting as expectorant	7836006	7836006	0
найз	Medication	nimesulide	703479000	703479000	0
налбуфин	Medication	Substance with opioid receptor agonist mechanism of action	404642006	404642006	0
нафтизин	Medication	allergy to naphazoline	294028000	0	1
небиволол	Medication	allergy to nebivolol	772021008	0	1
небилет	Medication	allergy to nebivolol	772021008	0	1
нейромидин	Medication	Substance with acetylcholinesterase inhibitor mechanism of action	771384007	771384007	0
нейромультивит	Medication	vitamin b	103069003	103069003	0
нетромицин	Medication	allergy to netilmicin	294465009	0	1
нимесил	Medication	nimesulide	703479000	703479000	0
нитроглицерин	Medication	allergy to glyceryl trinitrate	295079003	0	1
нитроминт	Medication	allergy to glyceryl trinitrate	295079003	0	1
нитросорбид	Medication	isosorbide dinitrate	387332007	387332007	0
нитроспрей	Medication	allergy to glyceryl trinitrate	295079003	0	1
нифедипин	Medication	allergy to nifedipine	293996002	0	1
новокаинамид	Medication	allergy to procainamide	294982004	0	1
нолипрел	Medication	allergy to indapamide	295024006	0	1
нольпаза	Medication	allergy to pantoprazole	1,19E+13	0	1
норваск	Medication	allergy to amlodipine	294002003	0	1
оксациллин	Medication	oxacillin	372868007	372868007	0
окситоцин	Medication	allergy to oxytocin	294823008	0	1
олететрин	Medication	allergy to tetracycline	294592000	0	1
омез	Medication	allergy to omeprazole	293655002	0	1
омепразол	Medication	allergy to omeprazole	293655002	0	1
омнипак	Medication	iohexol	407985008	407985008	0
орнидазол	Medication	ornidazole	442924004	442924004	0
ортофен	Medication	allergy to diclofenac	293613006	0	1
офлоксацин	Medication	allergy to ofloxacin	294489002	0	1
палин	Medication	pipemidic acid	702807004	702807004	0
панангин	Medication	Mineral	87918000	87918000	0
пантогам	Medication	hopantenic acid	0	0	3
папазол	Medication	allergy to papaverine	294242002	0	1
пенталгин	Medication	allergy to caffeine, allergy to naproxen, allergy to paracetamol, allergy to pheniramine	418344001, 293625009, 293584003, 294138007	0	1
пентамин	Medication	azamethonium bromide	0	0	3
периндоприл	Medication	perindopril	372916001	372916001	0
пиносол	Medication	herbal drug	349365008	349365008	0
пипольфен	Medication	allergy to promethazine	294126003	0	1
плазма	Medication	albumin	52454007	52454007	0
плаквенил	Medication	allergy to hydroxychloroquine	294393009	0	1
прегабалин	Medication	pregabalin	415159003	415159003	0
преднизолон	Medication	allergy to prednisolone	294707002	0	1
предуктал	Medication	trimetazidine	703365009	703365009	0
престариум	Medication	perindopril	372916001	372916001	0
прогестерон	Medication	allergy to progesterone	294748004	0	1
промедол	Medication	trimeperidine	96180005	96180005	0
пропанорм	Medication	allergy to propafenone	294983009	0	1
пропицил	Medication	allergy to propylthiouracil	294676000	0	1
прополис	Medication	propolis	411318007	411318007	0
ранитидин	Medication	allergy to ranitidine	293653009	0	1
раствор рингера	Medication	potassium chloride, calcium chloride, sodium chloride	420155008, 387377009, 387390002	420155008, 387377009, 387390002	0
реамберин	Medication	Antidote	372892004	372892004	0
реланиум	Medication	allergy to diazepam	293902006	0	1
ремантадин	Medication	rimantadine	372532009	372532009	0
ремикейд	Medication	infliximab	386891004	386891004	0
ренитек	Medication	enalapril	372658000	372658000	0
реополиглюкин	Medication	dextran	372650007	372650007	0
рибоксин	Medication	inosine	102640000	102640000	0
рингера раствор	Medication	potassium chloride, calcium chloride, sodium chloride	420155008, 387377009, 387390002	420155008, 387377009, 387390002	0
роксера	Medication	allergy to rosuvastatin	718537002	0	1
роксигексал	Medication	roxithromycin	713769006	713769006	0
роцефин	Medication	allergy to ceftriaxone	294551009	0	1
салициловая кислота	Medication	allergy to salicylic acid	767474001	0	1
сибазон	Medication	allergy to diazepam	293902006	0	1
сиднофарм	Medication	molsidomine	698196008	698196008	0
симгал	Medication	allergy to simvastatin	294971007	0	1
сингуляр	Medication	montelukast	320883008	320883008	0
синтомицин	Medication	allergy to chloramphenicol	294593005	0	1
синупрет	Medication	herbal drug	349365008	349365008	0
сирдалуд	Medication	tizanidine	373440006	373440006	0
скандонест	Medication	mepivacaine	391673008	391673008	0
солкосерил	Medication	bos taurus	34618005	34618005	0
сомнол	Medication	allergy to zopiclone	293874007	0	1
сотагексал	Medication	allergy to sotalol	293983003	0	1
соталекс	Medication	allergy to sotalol	293983003	0	1
соталол	Medication	allergy to sotalol	293983003	0	1
спазган	Medication	allergy to metamizole sodium	702602008	0	1
спазмалгон	Medication	allergy to metamizole sodium, 	702602008	0	1
спазмалин	Medication	allergy to metamizole sodium, 	702602008	0	1
спиронолактон	Medication	allergy to spironolactone	295009002	0	1
стрептоцид	Medication	sulfanilamide	386569003	386569003	0
сульперазон	Medication	cefoperazone, sulbactam	372743004, 398916003	372743004, 398916003	0
сульфадимезин	Medication	allergy to sulfadimidine	294575009	0	1
сульфадиметоксин	Medication	allergy to sulfadimethoxine	294574008	0	1
сульфасалазин	Medication	allergy to sulfasalazine	293663001	0	1
сумамед	Medication	allergy to azithromycin	294472005	0	1
супракс	Medication	allergy to cefixime	294548002	0	1
супрастин	Medication	Substance with histamine receptor antagonist mechanism of action	372806008	372806008	0
таваник	Medication	allergy to levofloxacin	1,32E+13	0	1
тавегил	Medication	allergy to clemastine	294118006	0	1
таривид	Medication	allergy to ofloxacin	294489002	0	1
темпалгин	Medication	allergy to metamizole sodium	702602008	0	1
тержинан	Medication	Medicinal product acting as antiparasitic	767570008	767570008	0
тизерцин	Medication	allergy to levomepromazine	293929001	0	1
тимолол	Medication	allergy to timolol	293984009	0	1
тиолепта	Medication	thioctic acid	715405004	715405004	0
тирозол	Medication	thiamazole	37656002	37656002	0
торвакард	Medication	allergy to atorvastatin	1,32E+13	0	1
трамал	Medication	allergy to tramadol	450767000	0	1
трентал	Medication	allergy to pentoxifylline	295094004	0	1
тригрим	Medication	allergy to torasemide	295004007	0	1
триметазидин	Medication	trimetazidine	703365009	703365009	0
трихопол	Medication	allergy to metronidazole	294567003	0	1
троксевазин	Medication	troxerutin	70706009	70706009	0
тромбо асс	Medication	acetylsalicylic acid	387458008	387458008	0
ультравист	Medication	iopromide	395756007	395756007	0
унитиол	Medication	allergy to dimercaprol	294283004	0	1
упсарин упса	Medication	acetylsalicylic acid	387458008	387458008	0
урдокса	Medication	allergy to ursodeoxycholic acid	293701006	0	1
утрожестан	Medication	allergy to progesterone	294748004	0	1
феназепам	Medication	Medicinal product acting as anxiolytic agent	255635008	255635008	0
фенилин	Medication	allergy to phenindione	294883005	0	1
фенобарбитал	Medication	allergy to phenobarbital	293865005	0	1
физиотенз	Medication	moxonidine	395805008	395805008	0
финалгон	Medication	nonivamide	703838008	703838008	0
финлепсин	Medication	allergy to carbamazepine	293867002	0	1
флуимуцил	Medication	allergy to acetylcysteine	294097003	0	1
флюкостат	Medication	allergy to fluconazole	294365005	0	1
фраксипарин	Medication	nadroparin	699946002	699946002	0
фурадонин	Medication	allergy to nitrofurantoin	294478009	0	1
фурацилин	Medication	allergy to nitrofural	294481004	0	1
фуросемид	Medication	allergy to furosemide	295000003	0	1
хартил	Medication	ramipril	386872004	386872004	0
хумалог	Medication	insulin lispro	412210000	412210000	0
целебрекс	Medication	celecoxib	370187009	370187009	0
цераксон	Medication	citicoline	698027009	698027009	0
церукал	Medication	allergy to metoclopramide	293675006	0	1
цефазолин	Medication	allergy to cefazolin	294537009	0	1
цефотаксим	Medication	 Antibiotic	255631004	255631004	0
цефтазидим	Medication	allergy to ceftazidime	294546003	0	1
циклоферон	Medication	meglumine acridоnacetate	0	0	3
циклофосфан	Medication	allergy to cyclophosphamide	293748008	0	1
циннаризин	Medication	allergy to cinnarizine	294130000	0	1
ципринол	Medication	allergy to ciprofloxacin	294487000	0	1
ципролет	Medication	allergy to ciprofloxacin	294487000	0	1
цитозар	Medication	allergy to cytarabine	293775001	0	1
цитофлавин	Medication	 allergy to nicotinamide, 	294935006	0	1
цифран	Medication	allergy to ciprofloxacin	294487000	0	1
эгилок	Medication	allergy to metoprolol	293970004	0	1
эглонил	Medication	allergy to sulpiride	293914003	0	1
эдицин	Medication	allergy to vancomycin	294475007	0	1
эксфорж	Medication	valsartan	386876001	386876001	0
элафра	Medication	leflunomide	386981009	386981009	0
эметрон	Medication	ondansetron	372487007	372487007	0
эналаприл	Medication	enalapril	372658000	372658000	0
энап	Medication	enalapril	372658000	372658000	0
этацизин	Medication	Antiarrhythmic agent	372813008	372813008	0
криопреципитат	Medication	Cryoprecipitate (substance)	420599006	0	1
фибраты	Medication				
аат	Medication				
дифлюкан	Medication				
адреналин	Medication				
Септанест	Medication				
теопэк	Medication				
таваник	Medication				
поливалентная аллергия	Medication				
венофундин	Medication				
противостолбнячная сыворотка	Medication				
сыворотка	Medication				
Достинекс	Medication				
бета блокатор	Medication				
метипред	Medication				
Феррум Лек	Medication				
сиофор	Medication				
тимоглобулин	Medication				
сенсибилизация	Medication				
Лекарственная аллергия	Medication				
пыльцевой аллерген	Medication				
бигуаниды	Medication				
Варфарекс	Medication				
вит С	Medication				
витамин С	Medication				
азалиды	Medication				
препараты железа	Medication				
короткий инсулин	Medication				
лактобактерин	Medication				
бифидобактерии	Medication				
каберголин	Medication				
неуточненный аллерген	Medication				
ацетилсалициловая к-та	Medication				
декарис	Medication				
тиреостатик	Medication				
мабтера	Medication				
азолиды	Medication				
препараты железа	Medication				
вакцинация	Medication	0	0	0	3
абкм	Medication				
ацетилсалициловая к-та	Medication				
